ENTIDAD,MUNICIPIO,NOMBRE,CLASIFICACIÓN,CP
15,58,LOMAS SAN ISIDRO (REFORMA SOCIAL),COLONIA,53960
15,32,TLATEL XOCHITENCO,BARRIO,56368
15,58,PEDREGAL DE ECHEGARAY,FRACCIONAMIENTO,53297
15,107,SAN CRISTOBAL HUICHOCHITLAN,PUEBLO,50200
15,58,PASEOS DEL BOSQUE,FRACCIONAMIENTO,53297
15,32,LABRADORES,BARRIO,56368
15,58,BOSQUES DE ECHEGARAY SECCION ELECTRICISTAS,BARRIO,53140
15,121,CTC PINTURAS,UNIDAD HABITACIONAL,55605
15,121,HOMBRES ILUSTRES,COLONIA,55604
15,107,SAN MATEO OTZACATIPAN,PUEBLO,50220
15,104,DE TULA,BARRIO,56700
15,58,LOMAS HIPODROMO,FRACCIONAMIENTO,53900
15,32,COL ROSITA ARENAS - BARR TRANSPORTISTAS,BARRIO,56330
15,104,DE LA COMUNIDAD,BARRIO,56700
15,58,RINCONADA SAN MATEO,FRACCIONAMIENTO,53200
15,107,VILLA TULIPANES,FRACCIONAMIENTO,50220
15,32,NUEVA MARGARITA - NIÐOS HEROES,COLONIA,56366
15,107,CONJ RDCIAL HDA SAN JOSE,BARRIO,50210
15,9,SANTIAGO CUAUTENCO,PUEBLO,56940
15,121,SAN MIGUEL,BARRIO,55603
15,58,HEROES DE LA REVOLUCION (LOMAS DEL HUIZACHAL),FRACCIONAMIENTO,53840
15,58,LA BARRANQUILLA,COLONIA,53215
15,58,SAN MIGUEL,CONJUNTO HABITACIONAL,53010
15,9,SANTA ISABEL CHALMA,PUEBLO,56935
15,58,EL MIRADOR,FRACCIONAMIENTO,53050
15,107,VILLA MANE,FRACCIONAMIENTO,50210
15,104,SAN ANTONIO TLALTECAHUACAN,PUEBLO,56735
15,121,SANTIAGO 2DA SECCION,BARRIO,55615
15,107,MAGDALENA OTZACATIPAN,BARRIO,50210
15,107,DE LA TRINIDAD,BARRIO,50200
15,107,LA CONCEPCION,BARRIO,50205
15,58,SAN LORENZO TOTOLINGA 2DA SECC,COLONIA,53426
15,107,EL TRIGO,FRACCIONAMIENTO,50100
15,58,LA RAQUELITO,COLONIA,53426
15,111,SANTA MARIA AHUACATLAN,BARRIO,51200
15,107,LAS BRISAS,FRACCIONAMIENTO,50040
15,58,EL CORRALITO,COLONIA,53667
15,107,RINCON DEL PARQUE,FRACCIONAMIENTO,50100
15,107,VILLAS ZAFIRO,BARRIO,50075
15,30,EL ENCINO,UNIDAD HABITACIONAL,56370
15,26,INDEPENDENCIA,COLONIA,56620
15,111,LA PEÐA,BARRIO,51200
15,107,RDCIAL LA CIENEGA A 1,FRACCIONAMIENTO,50020
15,58,PREDIO LA RETAMA-UNION POPULAR,COLONIA,53440
15,26,JAZMIN DE LAS FLORES,PUEBLO,56620
15,58,LA PALMA,COLONIA,53250
15,107,REDCIAL LA CIENEGA A 2,FRACCIONAMIENTO,50020
15,107,TENANGO,UNIDAD HABITACIONAL,50020
15,58,BOSQUE DE LOS REMEDIOS,COLONIA,53410
15,30,AURIS 2,UNIDAD HABITACIONAL,56376
15,58,SANTA CRUZ,FRACCIONAMIENTO,53128
15,107,DE LOS URIBE,RANCHO,50030
15,90,SAN MIGUEL,BARRIO,56780
15,90,SAN JUAN COXTOCAN,PUEBLO,56780
15,17,SAN JUAN EVANGELISTA TLAMAPA,PUEBLO,56767
15,51,JUCHI,BARRIO,56860
15,51,CUAUTZOZONGO,BARRIO,56860
15,51,SAN MATIAS CUIJINGO,PUEBLO,56860
15,51,LA ROSITA,COLONIA,56860
15,9,SAN ANTONIO ZOYATZINGO,PUEBLO,56950
15,15,LAS DELICIAS,FRACCIONAMIENTO,56982
15,15,DE MEXICO,BARRIO,56980
15,15,16 DE SEPTIEMBRE,BARRIO,56980
15,15,EL ARENAL,BARRIO,56980
15,15,SANTO DOMINGO,BARRIO,56970
15,15,DEL CALLEJON,BARRIO,56970
15,15,DEL CENTRO,BARRIO,56980
15,15,DEL CORNEJAL,BARRIO,56980
15,15,GUADALUPE,BARRIO,56980
15,15,EL MIRADOR,COLONIA,56980
15,15,SAN FRANCISCO,BARRIO,56970
15,15,SAN LORENZO,BARRIO,56970
15,15,SANTO DOMINGO,BARRIO,56970
15,15,SANTA NATIVIDAD,BARRIO,56970
15,15,SAN PEDRO,BARRIO,56970
15,15,SAN BARTOLO,BARRIO,56970
15,58,ROSA DE CASTILLA,COLONIA,53520
15,50,MAXTLECA DE GALEANA,PUEBLO,52374
15,50,4TO,BARRIO,52370
15,91,SANTO NIÐO DE ATOCHA,BARRIO,52300
15,107,DEL PARQUE,COLONIA,50180
15,50,3ER,BARRIO,52370
15,91,DE LAS TORRES,BARRIO,52300
15,107,SAN MATEO OTZACATIPAN ( RANCHO DE LA IND ),EJIDO,50200
15,58,SAN ESTEBAN HUITZILACASCO,COLONIA,53550
15,50,PRIMERO,BARRIO,52370
15,107,LAZARO CARDENAS,COLONIA,50180
15,58,SAN ESTEBAN,COLONIA,53550
15,50,2DO,BARRIO,52370
15,91,EL CARRIZAL,BARRIO,52300
15,91,MONTE DEL CALVARIO,COLONIA,52300
15,107,EMILIANO ZAPATA,COLONIA,50190
15,107,EVA SAMANO DE LOPEZ MATEOS,COLONIA,50190
15,58,LOMAS DE LA CAÐADA,COLONIA,53570
15,107,CONJ U VILLAS DE SAN ANDRES,BARRIO,50228
15,107,RDCIAL LAS FUENTES,FRACCIONAMIENTO,50228
15,64,TLECUILCO,PUEBLO,52480
15,58,LA CAÐADA,COLONIA,53570
15,64,EL AHUEHUETE,PUEBLO,52480
15,91,TEOTENANGO,COLONIA,52300
15,64,EL RINCON DE LAS BUGAMBILIAS,PUEBLO,52480
15,107,LA ARBOLEDA IV SECC I,FRACCIONAMIENTO,50228
15,82,LOS HEROES TECAMAC,CONJUNTO HABITACIONAL,55763
15,107,LA ARBOLEDA IV SECC II,FRACCIONAMIENTO,50228
15,58,EL MOLINITO,COLONIA,53530
15,64,REFORMA AGRARIA,PUEBLO,52480
15,64,LA CIENEGA,PUEBLO,52480
15,64,LA HACIENDITA,PUEBLO,52480
15,107,BOSQUES DE COLON,FRACCIONAMIENTO,50180
15,91,GUADALUPANA,COLONIA,52300
15,58,ESTADO DE MEXICO,COLONIA,53590
15,64,EL PUENTE,PUEBLO,52480
15,64,CINCO CAMINOS,PUEBLO,52480
15,64,SANTA MONICA,PUEBLO,52480
15,58,SAN ANTONIO ZOMEYUCAN,COLONIA,53570
15,91,LEON GUZMAN,COLONIA,52300
15,82,SANTA CRUZ,COLONIA,55770
15,64,TEPETZINGO,PUEBLO,52480
15,82,LA ESMERALDA,COLONIA,55765
15,91,OJO DE AGUA,COLONIA,52300
15,64,SANTA ANA,PUEBLO,52480
15,34,MIGUEL HIDALGO - R1,COLONIA,55100
15,91,SANTA MARIA,COLONIA,52300
15,58,SAN ANTONIO ZOMEYUCAN,COLONIA,53570
15,91,SAN FRANCISCO TETETLA,PUEBLO,52300
15,64,LA PASTORIA,PUEBLO,52480
15,107,VILLAS FONTANA,FRACCIONAMIENTO,50180
15,64,SANTA MARIA,BARRIO,52480
15,64,SAN SEBASTIAN,BARRIO,52480
15,91,PARQUE INDUSTRIAL,COLONIA,52300
15,107,AZTECA,COLONIA,50180
15,64,OCUILAN DE ARTEAGA,PUEBLO,52480
15,91,SIN NOMBRE,COLONIA,52300
15,64,LA HERRADURA,PUEBLO,52480
15,107,SAN ISIDRO DE SAN LORENZO TEPALTITLAN,EJIDO,50200
15,64,LAS TROJES,PUEBLO,52480
15,64,EL CAPULIN,PUEBLO,52480
15,38,EL CERRITO,BARRIO,52760
15,91,MAGISTERIAL,COLONIA,52300
15,64,EL TOTOC,PUEBLO,52480
15,107,LAS MARGARITAS,COLONIA,50180
15,64,LOMAS DE TEOCALTZINGO,PUEBLO,52480
15,64,NATIVITAS,PUEBLO,52480
15,64,SAN JUAN ATZINGO,PUEBLO,52480
15,91,BUENOS AIRES,COLONIA,52300
15,38,SAN JUAN YAUTEPEC,PUEBLO,52768
15,64,DR GUSTAVO BAZ,PUEBLO,52480
15,107,LAS PALOMAS,COLONIA,50261
15,91,SAN ISIDRO,COLONIA,52300
15,64,SANTA LUCIA DEL PROGRESO,PUEBLO,52480
15,64,SANTA MARTHA,PUEBLO,52480
15,64,COYOLTEPEC,PUEBLO,52480
15,91,CAMPESINA,COLONIA,52300
15,91,SAN JOSE,COLONIA,52300
15,91,TENANGO DE ARISTA,PUEBLO,52300
15,91,DEL VALLE,COLONIA,52300
15,91,NARCISO BASSOLS,COLONIA,52300
15,91,MIGUEL TALAVERA,COLONIA,52300
15,91,SANTIAGUITO COAXUXTENCO,PUEBLO,52300
15,91,SAN BARTOLOME ATLATLAHUACA,PUEBLO,52300
15,64,LA ESPERANZA,PUEBLO,52480
15,50,SAN MIGUEL DE OCAMPO,PUEBLO,52370
15,50,TECHUCHULCO DE ALLENDE,PUEBLO,52371
15,44,EL CAPULIN,PUEBLO,52680
15,102,SAN BARTOLO DEL PROGRESO,PUEBLO,52600
15,102,TLACUITLAPA,PUEBLO,52600
15,34,CONJUNTO TULPETLAC,FRACCIONAMIENTO,55100
15,107,LA CRUZ COMALCO,COLONIA,50010
15,91,SANTA CRUZ PUEBLO NUEVO,PUEBLO,52300
15,102,SAN LORENZO HUEHUETITLAN,PUEBLO,52600
15,34,CONJUNTO GUANAJUATO,FRACCIONAMIENTO,55450
15,107,SAINT LAURENT,UNIDAD HABITACIONAL,50010
15,38,EJIDO LA MAGDALENA CHICHICASPA,EJIDO,52773
15,107,LOS GIGANTES,FRACCIONAMIENTO,50010
15,99,TEXCALYACAC,PUEBLO,52570
15,82,LOMAS DE TECAMAC,COLONIA,55765
15,107,MANUEL HINOJOSA G,UNIDAD HABITACIONAL,50010
15,107,VILLAS TEPALTITLAN,FRACCIONAMIENTO,50010
15,91,SAN MIGUEL BALDERAS,PUEBLO,52300
15,107,CONJ JARDINES DE TLACOPA,BARRIO,50010
15,34,RANCHO DEL MONTECILLO,COLONIA,55400
15,107,LOS TULIPANES,FRACCIONAMIENTO,50010
15,99,GUADALUPE,COLONIA,52570
15,82,NUEVA TLALNEPANTLA,COLONIA,55765
15,107,SAN ANGELIN,FRACCIONAMIENTO,50010
15,107,SAN ANGELIN,FRACCIONAMIENTO,50010
15,99,SANTA CECILIA,COLONIA,52570
15,107,DEL BOSQUE,FRACCIONAMIENTO,50010
15,99,LA JOYA,COLONIA,52570
15,107,AZALEAS V,FRACCIONAMIENTO,50010
15,91,SAN FRANCISCO PUTLA,PUEBLO,52360
15,99,OTOMPA,BARRIO,52570
15,82,LOMA BONITA,COLONIA,55767
15,34,EL RANCHITO TULPETLAC,COLONIA,55400
15,82,AMPL OZUMBILLA,COLONIA,55760
15,34,ALDEAS DE TULPETLAC,FRACCIONAMIENTO,55400
15,107,21 DE FEBRERO,FRACCIONAMIENTO,50017
15,99,MEXICAPAN,BARRIO,52570
15,107,24 DE OCTUBRE,FRACCIONAMIENTO,50017
15,107,GIRASOLES II,FRACCIONAMIENTO,50017
15,82,LOS ARCOS,COLONIA,55767
15,6,ALMOLOYA DEL RIO,PUEBLO,52540
15,82,HACIENDA OJO DE AGUA,FRACCIONAMIENTO,55770
15,107,HACIENDA GIRASOLES,FRACCIONAMIENTO,50010
15,34,EL GALLITO,UNIDAD HABITACIONAL,55540
15,91,SAN ISIDRO,PUEBLO,52300
15,38,SAN BARTOLOME COATEPEC,PUEBLO,52793
15,73,SAN JUAN LA ISLA,PUEBLO,52365
15,82,RINCONADA DE SAN PEDRO,FRACCIONAMIENTO,55770
15,82,LAS TORRES,CONJUNTO HABITACIONAL,55770
15,82,VILLAS II,CONJUNTO HABITACIONAL,55770
15,34,LOMAS DE ATZOLCO,COLONIA,55038
15,82,SAN PEDRO ATZOMPA,PUEBLO,55770
15,38,FRONDOSO,UNIDAD HABITACIONAL,52788
15,34,EL CAPULIN,COLONIA,55038
15,82,OZUMBILLA,PUEBLO,55768
15,82,PORTAL OJO DE AGUA,UNIDAD HABITACIONAL,55760
15,82,LAS ANIMAS,COLONIA,55760
15,102,SAN JOSE MEZAPA,PUEBLO,52600
15,82,LOMAS DE OZUMBILLA,COLONIA,55768
15,107,RINCON DE SAN LORENZO,COLONIA,50017
15,43,SAN BARTOLO DEL LLANO,BARRIO,50774
15,107,CELANESE,COLONIA,50010
15,107,SANTA BARBARA,CONJUNTO HABITACIONAL,50017
15,15,SAN MARTIN,BARRIO,56970
15,15,SAN JACINTO,BARRIO,56970
15,15,SANTIAGO,BARRIO,56970
15,69,OZUMBA,PUEBLO,56800
15,69,HUAMANTLA DE TIZAPA,COLONIA,56800
15,107,REAL DE SAN LORENZO,FRACCIONAMIENTO,50010
15,107,PLAZA GIRASOLES,FRACCIONAMIENTO,50010
15,26,SAN JOSE,BARRIO,56625
15,107,FUENTES DE TLACOPA,FRACCIONAMIENTO,50010
15,107,HORIZONTAL TLACOPA,UNIDAD HABITACIONAL,50010
15,107,PRADOS DE TLACOPA,FRACCIONAMIENTO,50010
15,107,RDCIAL TLACOPA,FRACCIONAMIENTO,50010
15,26,SAN MIGUEL,BARRIO,56625
15,107,DE TLACOPA,BARRIO,50010
15,26,SAN MATEO HUITZILZINGO,PUEBLO,56625
15,107,UNIDAD VICTORIA,COLONIA,50190
15,107,LA MAGDALENA,COLONIA,50190
15,26,SAN LORENZO CHIMALPA,PUEBLO,56625
15,26,LAS COMPRAS,COLONIA,56625
15,107,NVA STA MARIA DE LAS ROSAS,COLONIA,50140
15,107,VALLE DON CAMILO,FRACCIONAMIENTO,50140
15,26,SAN MARTIN XICO NUEVO,PUEBLO,56625
15,107,VALLE VERDE,COLONIA,50140
15,107,COM FED DE ELECTRICIDAD,COLONIA,50150
15,26,CASERIO DE CORTES,PUEBLO,56624
15,26,LAS NIEVES,COLONIA,56624
15,107,IZCALLI TOLUCA,COLONIA,50150
15,26,LA LUZ,BARRIO,56624
15,26,SAN JUAN TEZOMPA,PUEBLO,56624
15,58,LOMA LINDA,COLONIA,53580
15,91,LA JOYA,COLONIA,52300
15,58,EL CONDE,COLONIA,53500
15,91,LOS CEDROS,COLONIA,52300
15,107,ALTAMIRANO,COLONIA,50130
15,58,INDUSTRIAL TLATILCO,FRACCIONAMIENTO,53580
15,26,SAN PEDRO,BARRIO,56624
15,107,AMERICAS,COLONIA,50130
15,53,JESUS MARIA,PUEBLO,52440
15,26,GUADALUPE,BARRIO,56624
15,91,CRUZ VERDE,COLONIA,52300
15,53,SAN NICOLAS,PUEBLO,52440
15,26,SAN JOSE,BARRIO,56624
15,91,LA AURORA,FRACCIONAMIENTO,52300
15,107,DE SAN SEBASTIAN,BARRIO,50150
15,53,SAN SEBASTIAN,PUEBLO,52440
15,100,SAN FELIPE - SANTA CRUZ - TOCUILA,EJIDO,56200
15,55,ARBOLEDAS,FRACCIONAMIENTO,52172
15,55,ANDRES MOLINA ENRIQUEZ,UNIDAD HABITACIONAL,52149
15,55,SAN JOSE LA PILA,COLONIA,52149
15,100,SAN FELIPE,PUEBLO,56240
15,119,2 DE MARZO,COLONIA,51370
15,100,SANTA CRUZ DE ABAJO,PUEBLO,56200
15,12,MAGISTERIAL,COLONIA,52500
15,100,DE TOCUILA,EJIDO,56200
15,89,LA CIENEGA,COLONIA,52400
15,100,DE TOCUILA - EL BARCO,EJIDO,56200
15,100,DE TOCUILA - LA MONERA,EJIDO,56200
15,55,LA PROVIDENCIA,UNIDAD HABITACIONAL,52176
15,55,IZCALLI CUAUHTEMOC VI,COLONIA,52176
15,107,MODERNA DE LA CRUZ,COLONIA,50180
15,119,SANTA MARIA NATIVITAS,PUEBLO,51350
15,100,SAN MIGUEL TOCUILA,EJIDO,56200
15,55,IZCALLI CUAUHTEMOC V,COLONIA,52176
15,55,IZCALLI CUAUHTEMOC IV,COLONIA,52176
15,55,IZCALLI CUAUHTEMOC III,COLONIA,52176
15,55,IZCALLI CUAUHTEMOC II,FRACCIONAMIENTO,52176
15,100,GUADALUPE VICTORIA,COLONIA,56230
15,91,TECOMICALLI,COLONIA,52300
15,55,RANCHO SAN LUCAS,FRACCIONAMIENTO,52176
15,55,IZCALLI CUAUHTEMOC I,COLONIA,52176
15,55,LA CAMPESINA,COLONIA,52176
15,100,SAN MIGUEL TOCUILA,PUEBLO,56200
15,55,INFONAVIT LAS MARINAS,COLONIA,52176
15,120,SAN NICOLAS PALO DULCE,PUEBLO,51980
15,55,COUNTRY CLUB,FRACCIONAMIENTO,52159
15,55,LA HORTALIZA,UNIDAD HABITACIONAL,52177
15,11,SAN ISIDRO - SAN ANDRES,EJIDO,56200
15,58,LLANO DE LAS FLORES,BARRIO,53650
15,71,UNIDAD ANAHUAC,COLONIA,56527
15,71,TLAZALA,COLONIA,56529
15,58,EL CASTILLO,BARRIO,53650
15,120,SAN PABLO TEJALPA,PUEBLO,51980
15,71,LA CERCA,COLONIA,56529
15,58,LA PALMA,COLONIA,53650
15,58,EL CAPULIN,COLONIA,53650
15,58,LA JOYA,FRACCIONAMIENTO,53650
15,58,LAS HUERTAS 3RA SECC,COLONIA,53427
15,71,AMPLIACION LA MAGDALENA,COLONIA,56514
15,71,TEPAPACALCO,COLONIA,56512
15,55,EL CARMEN,FRACCIONAMIENTO,52170
15,71,JIMENEZ CANTU,COLONIA,56513
15,107,TOLLOCAN TOWERS,BARRIO,50150
15,55,SAN JERONIMO,FRACCIONAMIENTO,52140
15,71,LOMAS DE SAN SEBASTIAN,COLONIA,56512
15,107,VILLAS SAN ISIDRO,BARRIO,50010
15,71,JORGE JIMENEZ CANTU,COLONIA,56515
15,71,CARLOS HANK GONZALEZ,COLONIA,56510
15,55,RINCON DE SAN JERONIMO,FRACCIONAMIENTO,52170
15,55,RINCONADA LAS TORRES IV,FRACCIONAMIENTO,52170
15,89,19 RCM,UNIDAD HABITACIONAL,52400
15,55,QUINTA DE SAN JERONIMO,FRACCIONAMIENTO,52172
15,71,LAS PALMAS II,COLONIA,56512
15,89,SAN JOSE EL CUARTEL,COLONIA,52400
15,71,TECHACHALTITLA,COLONIA,56514
15,71,BOSQUES DE LA MAGDALENA,UNIDAD HABITACIONAL,56514
15,71,LOMAS DE ALTAVISTA,COLONIA,56514
15,107,SAN LORENZO TEPALTITLAN,PUEBLO,50010
15,89,SAN RAMON,COLONIA,52400
15,71,TECONTLAPESCO,COLONIA,56514
15,55,RENACIMIENTO,FRACCIONAMIENTO,52170
15,71,PASO DE MINAS,COLONIA,56514
15,89,MORELOS,PUEBLO,52400
15,89,EL HUERTO,BARRIO,52400
15,107,QUINTAS REAL DE SAN LORENZO,BARRIO,50010
15,89,EL CHIFLON,COLONIA,52400
15,71,BOSQUES DE LA MAGDALENA,COLONIA,56508
15,89,LOS SHIPEREZ,COLONIA,52400
15,89,NUCHAT TLAMACHTIKET,UNIDAD HABITACIONAL,52400
15,13,FUENTES DE SATELITE,FRACCIONAMIENTO,52998
15,71,FERROCARRILES,UNIDAD HABITACIONAL,56509
15,107,HACIENDA SAN AGUSTIN,FRACCIONAMIENTO,50010
15,107,COLONIAL SANTA ANA,FRACCIONAMIENTO,50160
15,71,CUCHILLA DEL ANCON,COLONIA,56410
15,120,EL TAMARINDO,PUEBLO,51980
15,107,ESTRELLA V,FRACCIONAMIENTO,50160
15,71,ANCON DE LOS REYES,COLONIA,56410
15,107,REAL DE SANTA ANA,FRACCIONAMIENTO,50160
15,120,EL AHUATZINGO,PUEBLO,51980
15,120,CHIAPA SAN ISIDRO,PUEBLO,51980
15,120,SANTA CRUZ ATEMPA,PUEBLO,51980
15,120,SANTA ANA,PUEBLO,51980
15,120,SAN GASPAR,PUEBLO,51980
15,71,COAXUSCO,COLONIA,56440
15,120,SANTA MARIA LA ASUNCION,PUEBLO,51980
15,108,LA PUERTA DE SANTIAGO,PUEBLO,51973
15,108,EL ZAPOTE,PUEBLO,51950
15,71,MAGDALENA DE LOS REYES,COLONIA,56440
15,107,IZCALLI IPIEM,COLONIA,50150
15,108,SAN MIGUEL,PUEBLO,51950
15,107,PROGRESO,COLONIA,50150
15,107,JUAN BELTRAN,CONJUNTO HABITACIONAL,50150
15,71,VALLE DE LOS REYES 1RA SECC,COLONIA,56430
15,41,EL SALITRE,PUEBLO,51900
15,41,EL ARENAL DE LAS OLLAS,PUEBLO,51900
15,41,PUERTA GRANDE,PUEBLO,51900
15,41,SAN ALEJO,PUEBLO,51900
15,107,SAN JUAN BUENAVISTA,COLONIA,50060
15,32,17 DE MARZO,COLONIA,56345
15,100,FRACC SAN MATEO I - COL SAN MATEO,BARRIO,56110
15,55,MUNICIPAL,COLONIA,52168
15,89,LAS CASUARINAS,UNIDAD HABITACIONAL,52400
15,55,ISIDRO FABELA ISSEMYM,UNIDAD HABITACIONAL,52167
15,55,JESUS JIMENEZ GALLARDO,COLONIA,52167
15,55,ALTEZA,COLONIA,52168
15,89,SANTA CRUZ QUETZALAPA,PUEBLO,52400
15,89,NUEVO,PUEBLO,52400
15,89,SAN JUAN TETITLAN,PUEBLO,52400
15,89,CHALCHIHUAPAN,PUEBLO,52400
15,55,SAN CARLOS,FRACCIONAMIENTO,52140
15,55,SAN FRANCISCO COAXUSCO,COLONIA,52158
15,89,LA MESITA,PUEBLO,52400
15,89,TIERRA BLANCA,PUEBLO,52400
15,89,SANTA TERESA,PUEBLO,52400
15,55,ARBOLEDA - EX RANCHO LA PURISIMA,FRACCIONAMIENTO,52167
15,53,PACHUQUILLA,PUEBLO,52440
15,55,HIPICO,COLONIA,52156
15,55,LAS HACIENDAS,FRACCIONAMIENTO,52157
15,89,SAN NICOLAS,PUEBLO,52400
15,55,XINANTECATL,COLONIA,52169
15,89,SANTA TERESITA,PUEBLO,52400
15,55,JUAN FERNANDEZ ALBARRAN,COLONIA,52168
15,58,RESIDENCIAL LOS ARCOS,FRACCIONAMIENTO,53430
15,89,CRUZ VIIDRIADA,PUEBLO,52400
15,55,REAL DE SAN JAVIER,FRACCIONAMIENTO,52169
15,89,SAN JOSE TENERIA,PUEBLO,52400
15,55,SAN GASPAR TLAHUELILPAN,PUEBLO,52147
15,89,EMILIANO ZAPATA,PUEBLO,52433
15,89,GUALUPITA,PUEBLO,52400
15,64,TLATEMPA,CONJUNTO HABITACIONAL,52480
15,64,AHUATENCO,PUEBLO,52480
15,107,LA RIBERA III,FRACCIONAMIENTO,50100
15,64,AJUCHITLAN,PUEBLO,52480
15,107,VILLAS BUGAMBILIAS,FRACCIONAMIENTO,50100
15,64,LA LAGUNITA,PUEBLO,52480
15,53,EL PUENTE CAPORAL,PUEBLO,52440
15,107,BOSQUES DE SAN MATEO,FRACCIONAMIENTO,50100
15,107,LA RIBERA IV,FRACCIONAMIENTO,50100
15,64,LOS MANANTIALES,PUEBLO,52480
15,64,PLAZA NUEVA,COLONIA,52480
15,64,CHALMITA,COLONIA,52480
15,64,EL CANAL,PUEBLO,52480
15,107,EX-HACIENDA SAN JORGE,FRACCIONAMIENTO,50100
15,53,LAS GUITARRAS,COLONIA,52440
15,107,PROTINBOS,COLONIA,50100
15,107,PARQUE DE SAN MATEO,FRACCIONAMIENTO,50100
15,28,LAS AMERICAS,COLONIA,52243
15,100,SAN ALBERTO,FRACCIONAMIENTO,56200
15,114,EL IZOTE,PUEBLO,51760
15,114,EL CARMEN,PUEBLO,51760
15,100,SAN MIGUEL TLAIXPAN,PUEBLO,56240
15,114,SAN PEDRO BUENOS AIRES,PUEBLO,51760
15,114,PORFIRIO DIAZ,PUEBLO,51760
15,28,CHAPULTEPEC,PUEBLO,52240
15,114,SAN GASPAR,PUEBLO,51760
15,114,SAN MATEO COAPEXCO,PUEBLO,51760
15,13,LOMAS DE MONTE MARIA,COLONIA,52918
15,13,HACIENDA DEL PEDREGAL,CONJUNTO HABITACIONAL,52918
15,114,ZACANGO,PUEBLO,51760
15,13,SAGITARIO II,COLONIA,52918
15,18,SAN BARTOLITO TLALTELOLCO,BARRIO,52223
15,13,EL CAPULIN,COLONIA,52915
15,13,ALAMOS,COLONIA,52915
15,100,SAN JERONIMO AMANALCO,PUEBLO,56240
15,18,SAN MARCOS DE LA CRUZ,BARRIO,52234
15,114,SAN DIEGO,PUEBLO,51760
15,100,GUADALUPE AMANALCO,COLONIA,56240
15,74,SAN LUCAS TEPEMAJALCO,PUEBLO,52280
15,114,SAN MIGUEL,PUEBLO,51760
15,114,LA JOYA,PUEBLO,51760
15,74,SAN ANTONIO LA ISLA,PUEBLO,52280
15,100,SANTA MARIA TECUANULCO,PUEBLO,56240
15,114,EL ISLOTE,PUEBLO,51760
15,114,SAN LUCAS,PUEBLO,51760
15,18,GUADALUPE,BARRIO,52204
15,18,CALIMAYA,PUEBLO,52200
15,114,SANTA MARIA ARANZAZU,PUEBLO,51760
15,114,CRUZ VIDRIADA,PUEBLO,51760
15,18,SAUCES,COLONIA,52205
15,18,SAN JUAN,BARRIO,52200
15,18,SAN MARTIN,BARRIO,52200
15,18,CRUZ BLANCA,BARRIO,52204
15,34,LA PAZ,COLONIA,55069
15,114,EJIDO SAN MATEO COAPEXCO,EJIDO,51760
15,18,LAS TORRES,BARRIO,52204
15,34,JARDINES DE SANTO TOMAS,UNIDAD HABITACIONAL,55069
15,114,VILLA GUERRERO,PUEBLO,51760
15,18,LOS ANGELES,BARRIO,52203
15,34,RANCHO VICTORIA 1,FRACCIONAMIENTO,55010
15,18,CRUZ VERDE,BARRIO,52204
15,18,SANTA CECILIA,BARRIO,52200
15,18,DEL ROSARIO,COLONIA,52203
15,89,SANTA TERESA,BARRIO,52400
15,5,SAN ISIDRO EL RESERVADO,PUEBLO,50940
15,18,SAN PEDRO - SAN PABLO,BARRIO,52200
15,89,SANTA ANA IXTLAHUATZINGO,PUEBLO,52400
15,89,SAN ANTONIO AGUA BENDITA,PUEBLO,52400
15,89,LA COMPUERTA,COLONIA,52400
15,18,DEL CALVARIO,BARRIO,52205
15,89,ATOTONILCO,PUEBLO,52400
15,18,SAN DIEGO DE LA HUERTA,PUEBLO,52213
15,89,SAN MARTIN COAPAXTONGO,PUEBLO,52400
15,89,FRANCISCO ZARCO,PUEBLO,52400
15,18,ZARAGOZA DE GUADALUPE,PUEBLO,52210
15,89,LOS MORALES,PUEBLO,52400
15,91,LA HERRADURA,PUEBLO,52300
15,91,LAZARO CARDENAS,COLONIA,52300
15,5,CAÐADA DE GUADARRAMA,PUEBLO,50940
15,91,LA HACIENDITA,PUEBLO,52300
15,5,SANTA MARIA NATIVITAS,PUEBLO,50906
15,91,SAN FRANCISCO TEPEXOXUCA,PUEBLO,52300
15,5,SAN MATEO TLALCHICHILPAN,PUEBLO,50904
15,91,SANTA MARIA JAJALPA,PUEBLO,52300
15,5,SANTIAGUITO TLALCILALCALI,PUEBLO,50904
15,5,SAN PEDRO,BARRIO,50900
15,5,ALMOLOYA DE JUAREZ,PUEBLO,50900
15,5,SANTA JUANA 1RA SECCION,PUEBLO,50903
15,5,MINA MEXICO,PUEBLO,50903
15,58,LOS CUARTOS II,COLONIA,53670
15,5,EJIDO DE SAN PEDRO,PUEBLO,50903
15,58,LOS CUARTOS I,COLONIA,53670
15,58,LUISA ISABEL CAMPOS DE JIMENEZ CANTU,COLONIA,53663
15,58,LA CAÐADA SAN LORENZO,COLONIA,53426
15,25,FUENTES DEL TEPEYAC,FRACCIONAMIENTO,54700
15,58,LOMA COLORADA 2DA SECC,COLONIA,53420
15,111,AVANDARO,RANCHO,51200
15,111,MONTE ALTO,COLONIA,51200
15,111,OTUMBA,BARRIO,51200
15,25,BOSQUES DEL ALBA II,FRACCIONAMIENTO,54760
15,107,LOS PERALES,FRACCIONAMIENTO,50010
15,107,SANTA ANA TLAPALTITLAN,EJIDO,50200
15,55,CANDILEJAS,FRACCIONAMIENTO,52140
