ENTIDAD,MUNICIPIO,NOMBRE,CLASIFICACIÓN,CP
15,61,RESIDENCIAL SAN CARLOS,UNIDAD HABITACIONAL,54473
15,107,VILLAS LOS ANGELES,FRACCIONAMIENTO,50290
15,107,VILLAS DEL PARQUE,FRACCIONAMIENTO,50100
15,107,DE SAN LORENZO TEPALTITLAN,EJIDO,50295
15,107,CONJ U SAN DIEGO,BARRIO,50295
15,20,EL OBRAJE,FRACCIONAMIENTO,55714
15,20,XIMILPA,FRACCIONAMIENTO,55714
15,105,LOMAS DE LINDAVISTA,FRACCIONAMIENTO,54198
15,105,BOSQUES DE LINDAVISTA,FRACCIONAMIENTO,54190
15,105,SAN JUAN IXHUATEPEC,COLONIA,54180
15,32,SAN LORENZO,COLONIA,56340
15,108,HORIZONTAL PAPALOTEPEC,UNIDAD HABITACIONAL,51950
15,108,TONATICO,PUEBLO,51950
15,20,EX RANCHO SAN FELIPE,COLONIA,55700
15,108,LA COMUNIDAD,FRACCIONAMIENTO,51950
15,108,SAN SEBASTIAN,BARRIO,51950
15,32,VILLA SAN LORENZO 2DA SECCION,COLONIA,56340
15,32,CERRO DE LAS PALOMAS,BARRIO,56340
15,5,LOMA DE SAN FRANCISCO,PUEBLO,50900
15,88,SAN JOSE COMALCO,PUEBLO,50893
15,82,REAL VIZCAYA,CONJUNTO HABITACIONAL,55770
15,88,TABORDA,PUEBLO,50896
15,32,AMPL SAN AGUSTIN,COLONIA,56340
15,32,LA JOYITA,COLONIA,56350
15,122,SECCION MANUEL SERRANO EN LA COL CERRO DEL MARQUES,PUEBLO,56614
15,122,UNIDAD HABITACIONAL EX HACIENDA XICO II,UNIDAD HABITACIONAL,56614
15,122,UNIDAD HABITACIONAL EX HACIENDA XICO I,UNIDAD HABITACIONAL,56614
15,58,ALFREDO V BONFIL (PLAN DE AYALA 1RA Y 2DA SECC),COLONIA,53718
15,122,SECCION VITALICO SILVA EN LA COL CERRO DEL MARQUES,PUEBLO,56614
15,34,RINCONADA DE SANTA CLARA,UNIDAD HABITACIONAL,55540
15,34,REAL DE SANTA CLARA,UNIDAD HABITACIONAL,55540
15,63,EL PORTEZUELO,PUEBLO,52045
15,40,ARBOLEDAS,COLONIA,56567
15,40,LAS MINAS,COLONIA,56567
15,40,EJIDOS DE JESUS MARIA,COLONIA,56585
15,58,BOSQUES DE LOS REMEDIOS,FRACCIONAMIENTO,53030
15,88,SAN LORENCITO,CONJUNTO HABITACIONAL,50867
15,88,SAN PEDRO ARRIBA SEXTA SECCION,CONJUNTO HABITACIONAL,50868
15,88,CENTRO CEREMONIAL OTOMI,CONJUNTO HABITACIONAL,50868
15,88,ADOLFO LOPEZ MATEOS,CONJUNTO HABITACIONAL,50863
15,82,REAL GRANADA,UNIDAD HABITACIONAL,55743
15,5,RANCHO SAN JUAN,FRACCIONAMIENTO,50900
15,11,EL AMANAL,EJIDO,56300
15,108,SAN FELIPE,BARRIO,51950
15,108,SAN GASPAR,BARRIO,51950
15,20,BOSQUES DE LOMAS DE COACALCO,FRACCIONAMIENTO,55736
15,107,EL BAYO,FRACCIONAMIENTO,50200
15,102,SAN PEDRO TLALTIZAPAN,PUEBLO,52600
15,58,SAN LORENZO TOTOLINGA 1RA SECCION,COLONIA,53426
15,58,LA RIVERA,COLONIA,53460
15,58,REUBICACION EL TORITO,COLONIA,53430
15,58,LOMAS DE  SAN AGUSTIN,COLONIA,53490
15,58,PREDIO LAS TINAJAS,COLONIA,53490
15,58,SIERRA NEVADA,COLONIA,53440
15,58,LOS REMEDIOS,COLONIA,53400
15,58,REFORMA SAN LUIS,COLONIA,53580
15,20,CONJUNTO REAL DE BULEVARES IV,BARRIO,55719
15,58,LA MONERA,COLONIA,53490
15,58,LAZARO CARDENAS,COLONIA,53560
15,107,SAN PABLO AUTOPAN,PUEBLO,50290
15,55,ALBORETO,FRACCIONAMIENTO,52140
15,55,CASA DEL BOSQUE,FRACCIONAMIENTO,52148
15,55,MIRANTA,FRACCIONAMIENTO,52149
15,55,VILLAS DEL BICENTENARIO I,UNIDAD HABITACIONAL,52148
15,55,VILLAS DEL BICENTENARIO II,UNIDAD HABITACIONAL,52148
15,40,REY IZCOATL 3RA SECCION,COLONIA,56576
15,91,LA JOYA,FRACCIONAMIENTO,52300
15,65,EL GIGANTE,PUEBLO,50627
15,24,VILLAS XALTIPA II,CONJUNTO HABITACIONAL,54850
15,55,PUERTA DEL SOL,FRACCIONAMIENTO,52170
15,76,EJIDO SAN MARTIN,COLONIA,55850
15,76,LA NORIA,COLONIA,55854
15,121,JARDINES DE GIRASOLES,CONJUNTO HABITACIONAL,55643
15,11,NEXQUIPAYAC,COLONIA,56300
15,26,EMILIANO ZAPATA,COLONIA,56608
15,89,SAN SIMONITO,PUEBLO,52400
15,13,LA CAMPIÐA,COLONIA,52900
15,13,LA PALMA VII,FRACCIONAMIENTO,52900
15,13,COPORO 53,FRACCIONAMIENTO,52900
15,107,LA ESTRELLA,FRACCIONAMIENTO,50019
15,107,LA MAGDALENA,FRACCIONAMIENTO,50019
15,49,SAN JUAN COAJOMULCO,PUEBLO,50640
15,46,XHIXHATA,PUEBLO,54256
15,26,SAN GREGORIO CUAUTZINGO,COLONIA,56640
15,46,EL XHITEY,PUEBLO,54257
15,31,DE CHICONCUAC,EJIDO,56270
15,100,EMILIANO ZAPATA,COLONIA,56200
15,100,TULANTONGO,PUEBLO,56200
15,31,EL XOLACHE,EJIDO,56270
15,31,XALA,COLONIA,56270
15,100,CONJUNTO URBANO HACIENDA SAN JAVIER,BARRIO,56120
15,100,SANTA CRUZ DE ARRIBA,PUEBLO,56170
15,5,BARRIO LA CABECERA 1A SECCION,PUEBLO,50904
15,58,LOMA COLORADA 1RA SECCION,COLONIA,53420
15,58,LA UNIVERSAL,COLONIA,53425
15,58,SAN LORENZO TOTOLINGA,COLONIA,53426
15,58,LOS REMEDIOS,COLONIA,53400
15,121,UBANO LAS PALOMAS,CONJUNTO HABITACIONAL,55614
15,58,LOS ARCOS,COLONIA,53460
15,105,REAL RESIDENCIAL,FRACCIONAMIENTO,54080
15,13,RINCON DE EUCALIPTO,FRACCIONAMIENTO,52966
15,34,PREDIO XANCO,COLONIA,55066
15,34,PRIVADAS ECATEPEC,FRACCIONAMIENTO,55069
15,34,LA CERCA,COLONIA,55069
15,34,POZO DE LA PILA,FRACCIONAMIENTO,55010
15,34,EL SAUZ - GUADALUPE VICTORIA,FRACCIONAMIENTO,55010
15,26,SAN MARTIN CUAUTLALPAN,PUEBLO,56644
15,26,CAMPESTRE SANTA CRUZ,UNIDAD HABITACIONAL,56600
15,25,LA HERRADURA,COLONIA,54720
15,121,GEOVILLAS LA TRINIDAD,CONJUNTO HABITACIONAL,55614
15,66,CHACALCO,PUEBLO,55924
15,66,XAMIMILOLPAN,PUEBLO,55913
15,30,LA COPALERA,PUEBLO,56370
15,79,FRONTON VIVERO,PUEBLO,51100
15,41,TECOMATEPEC,PUEBLO,51933
15,118,ZACUALPILLA,PUEBLO,51800
15,55,ALCAZAR,FRACCIONAMIENTO,52177
15,114,LA LOMA DE LA CONCEPCION,PUEBLO,51760
15,55,FORTANET,FRACCIONAMIENTO,52159
15,55,CONJUNTO DIAMANTE,FRACCIONAMIENTO,52154
15,55,CONJUNTO RUBI,FRACCIONAMIENTO,52154
15,55,CONJUNTO ESMERALDA,FRACCIONAMIENTO,52154
15,55,CONJUNTO ZAFIRO,FRACCIONAMIENTO,52154
15,11,DE LA MAGDALENA,EJIDO,56200
15,91,EL COLOSO,PUEBLO,52300
15,55,VILLAS ESTEFANIA,FRACCIONAMIENTO,52154
15,55,RINCONADA DON ADOLFO,FRACCIONAMIENTO,52154
15,55,LOS CEDROS,FRACCIONAMIENTO,52154
15,100,RIVA PALACIO,PUEBLO,56200
15,100,LA MONERA,RANCHO,56200
15,100,LA MAGDALENA PANOAYA,PUEBLO,56200
15,43,SAN FRANCISCO,PUEBLO,50740
15,55,REAL DE AZALEAS,FRACCIONAMIENTO,52172
15,55,ESTRELLA III,FRACCIONAMIENTO,52176
15,55,SANTA MARIA REGLA,FRACCIONAMIENTO,52176
15,55,PASEO SAN SALVADOR,CONJUNTO HABITACIONAL,52177
15,55,VILLAS TIZATLALLI,FRACCIONAMIENTO,52172
15,41,MALINALTENANGO,PUEBLO,51900
15,41,MESON NUEVO,PUEBLO,51900
15,41,SAN JOSE DEL ARENAL,PUEBLO,51900
15,41,LOS NARANJOS,PUEBLO,51900
15,41,BENITO JUAREZ,PUEBLO,51900
15,41,SAN DIEGO ALCALA,PUEBLO,51900
15,114,EL PROGRESO HIDALGO,PUEBLO,51760
15,120,SANTA CATARINA,PUEBLO,51980
15,71,ADOLFO LOPEZ MATEOS,COLONIA,56528
15,55,CAMPESTRE DEL VIRREY,FRACCIONAMIENTO,52178
15,58,LA CEBADA,BARRIO,53650
15,55,VILLAS CAMPESTRES DE METEPEC,FRACCIONAMIENTO,52170
15,55,SAN JERONIMO,FRACCIONAMIENTO,52170
15,55,SAN JOSE,FRACCIONAMIENTO,52172
15,55,REAL DE SAN JERONIMO,FRACCIONAMIENTO,52170
15,55,ARCOS II,FRACCIONAMIENTO,52179
15,55,ARCOS I,FRACCIONAMIENTO,52179
15,55,INFONAVIT TOLLOCAN II,UNIDAD HABITACIONAL,52179
15,89,LA TRINIDAD,BARRIO,52400
15,58,LA MAGNOLIA,BARRIO,53650
15,71,AMPLIACION ARENAL,COLONIA,56527
15,71,TEPETATES,COLONIA,56527
15,71,SAN SEBASTIAN CHIMALPA,PUEBLO,56520
15,89,LA TRINIDAD,COLONIA,52400
15,107,METEORO,COLONIA,50070
15,107,VILLAS FONTANA II,FRACCIONAMIENTO,50070
15,107,VILLAS FONTANA III,FRACCIONAMIENTO,50070
15,107,INDEPENDENCIA,COLONIA,50070
15,107,SOR JUANA I DE LA CRUZ,COLONIA,50040
15,111,RINCON VILLA DEL VALLE,COLONIA,51200
15,111,EL ARCO,PUEBLO,51200
15,107,DE LA MERCED,COLONIA,50080
15,58,LA CUSPIDE,FRACCIONAMIENTO,53120
15,30,HACIENDA REAL DE COXTITLAN,FRACCIONAMIENTO,56386
15,58,PETROQUIMICA,UNIDAD HABITACIONAL,53120
15,30,SANTA CECILIA,BARRIO,56376
15,107,SAN BERNARDINO,BARRIO,50080
15,30,SAN VICENTE 2,COLONIA,56370
15,107,ELECTRICISTAS LOCALES,COLONIA,50040
15,30,MEXICO 86,BARRIO,56377
15,107,DE LA TERESONA,BARRIO,50040
15,58,UNIDAD BOSQUES DE LOS REMEDIOS,COLONIA,53458
15,54,LA LAGUNA,RANCHO,54800
15,30,TLATEL,BARRIO,56377
15,61,NUEVO EJIDO LLANO GRANDE,PUEBLO,54463
15,61,CIUDAD CAMPESTRE,FRACCIONAMIENTO,54435
15,58,LOMAS DE CANTERA,FRACCIONAMIENTO,53470
15,58,LOS FRESNOS,FRACCIONAMIENTO,53237
15,30,PRESIDENTES,COLONIA,56377
15,58,PARQUE INDUSTRIAL NAUCALPAN,FRACCIONAMIENTO,53489
15,58,LOS FRESNOS,COLONIA,53237
15,107,HACIENDA DE INDEPENDENCIA,FRACCIONAMIENTO,50070
15,58,LOS ALAMOS,FRACCIONAMIENTO,53230
15,32,GUADALUPE,COLONIA,56330
15,30,SANTA ROSA,COLONIA,56376
15,58,ALTEÐA II,FRACCIONAMIENTO,53120
15,58,ADOLFO LOPEZ MATEOS,COLONIA,53070
15,58,ALTEÐA III,FRACCIONAMIENTO,53120
15,30,AURIS 3,UNIDAD HABITACIONAL,56376
15,107,SAN ANTONIO ABAD,COLONIA,50245
15,37,SAN PEDRO LA GLORIA,PUEBLO,55684
15,37,TEZONTLALPAN DE ZAPATA,PUEBLO,55685
15,32,SAN PEDRO,BARRIO,56330
15,58,10 DE ABRIL,COLONIA,53320
15,37,SAN MIGUEL TEPETATES,COLONIA,55679
15,107,NVA SAN FCO TOTOLTEPEC,COLONIA,50225
15,26,EJIDAL,COLONIA,56604
15,37,SANTA MARIA AJOLOAPAN,PUEBLO,55679
15,107,CONJ GEO VILLAS CENTENARIO,BARRIO,50225
15,26,JARDINES DE CHALCO,COLONIA,56607
15,32,SAN MIGUEL,COLONIA,56360
15,107,LA ALAMEDA,FRACCIONAMIENTO,50245
15,37,TIANGUISTONGO,PUEBLO,55683
15,58,MINAS SAN MARTIN,COLONIA,53695
15,32,APAPAXCO,COLONIA,56330
15,26,CULTURAS DE MEXICO,COLONIA,56607
15,107,SAN MIGUEL TOTOLTEPEC,PUEBLO,50225
15,32,ACUITLAPILCO,COLONIA,56364
15,107,SAN FRANCISCO TOTOLTEPEC,PUEBLO,50235
15,60,LA PERLA,COLONIA,57820
15,32,CIUDAD ALEGRE,COLONIA,56364
15,107,CERRILLO VISTA HERMOSA,PUEBLO,50235
15,26,COVADONGA,COLONIA,56607
15,107,EL EMBARCADERO,PUEBLO,50200
15,32,HERREROS,BARRIO,56365
15,32,CANASTEROS,BARRIO,56365
15,60,GENERAL VICENTE VILLADA,COLONIA,57710
15,32,CARPINTEROS - PUNTA LA ZANJA,BARRIO,56367
15,32,ARTESANOS,BARRIO,56365
15,32,PESCADORES,BARRIO,56367
15,32,MINEROS - PUNTA LA ZANJA,BARRIO,56365
15,32,TALLADORES,BARRIO,56365
15,60,AMPLIACION VICENTE VILLADA ORIENTE,COLONIA,57710
15,107,ARROYO VISTA HERMOSA,PUEBLO,50236
15,107,LA CONSTITUCION TOTOLTEPEC,PUEBLO,50236
15,107,GUADALUPE TOTOLTEPEC,BARRIO,50235
15,100,SAN OLEGARIO BOYEROS,EJIDO,56238
15,100,SAN FELIPE - SANTA CRUZ,EJIDO,56200
15,100,TOCUILA,EJIDO,56200
15,100,GLORIA BOYEROS,EJIDO,56238
15,100,SAN FERNANDO BOYEROS,EJIDO,56238
15,100,EL BOLITO BOYEROS,EJIDO,56238
15,85,SAN JUAN TECALCO,PUEBLO,55980
15,100,EJ BOYEROS - COL GUADALUPE VICTORIA,BARRIO,56230
15,100,GUADALUPE BOYEROS,EJIDO,56238
15,100,CIENEGUILLAS II BOYEROS,EJIDO,56238
15,100,CIENEGUILLAS I BOYEROS,EJIDO,56238
15,100,EL SAUCE BOYEROS,EJIDO,56238
15,107,VERTICE,FRACCIONAMIENTO,50150
15,56,TEPANUAYO,COLONIA,52180
15,56,LA JOYA,COLONIA,52187
15,56,METZLI,COLONIA,52184
15,56,TECACAXTITLA,COLONIA,52185
15,107,VILLAS ALPES,BARRIO,50075
15,107,VILLAS DIAMANTE,BARRIO,50075
15,56,BOHANTITLA,FRACCIONAMIENTO,52186
15,56,NETAMBATI,FRACCIONAMIENTO,52187
15,107,RCNDA DE SANTA ANA A,FRACCIONAMIENTO,50160
15,107,RCNDA DE SANTA ANA B,FRACCIONAMIENTO,50160
15,107,LOS AHUEHUETES,FRACCIONAMIENTO,50240
15,34,EL JAGUEY,COLONIA,55090
15,2,PGR STUNAM,UNIDAD HABITACIONAL,55885
15,100,ACUEDUCTO SAN JUAN,EJIDO,56250
15,2,GUERRERO,COLONIA,55888
15,2,PRADOS DE SAN JUAN,COLONIA,55888
15,107,LA JOYA,FRACCIONAMIENTO,50245
15,107,SANTA MARIA,FRACCIONAMIENTO,50245
15,107,CAMPO REAL III,UNIDAD HABITACIONAL,50245
15,107,VALLE DE LA HACIENDA 2DA SECC,FRACCIONAMIENTO,50210
15,36,CIUDAD SANTA TERESA III,CONJUNTO HABITACIONAL,54695
15,36,CIUDAD SANTA TERESA III BIS,CONJUNTO HABITACIONAL,54695
15,109,EL BOSQUE TULTEPEC,FRACCIONAMIENTO,54980
15,20,HACIENDA TAXCO VIEJO,FRACCIONAMIENTO,55738
15,20,JORGE BRISEÐO,UNIDAD HABITACIONAL,55738
15,55,RINCON DE COAXUSTENCO,FRACCIONAMIENTO,52177
15,55,RINCONADA TIZATLALLI,FRACCIONAMIENTO,52172
15,18,VALLE DEL NEVADO,FRACCIONAMIENTO,52224
15,23,EJIDAL  EJIDO LA BOLSA,COLONIA,54660
15,43,ISSEMYM,PUEBLO,50744
15,43,SEDUE,PUEBLO,50740
15,43,FRACC PROFEDIX,PUEBLO,50740
15,80,EL CHIQUINTE,COLONIA,54286
15,34,EL REHILETE,COLONIA,55540
15,34,LA CUESTA,COLONIA,55540
15,101,VEZANA LA VIRGEN,COLONIA,55820
15,107,VERA MONTE,FRACCIONAMIENTO,50100
15,107,LOMAS DE SAN MATEO,FRACCIONAMIENTO,50100
15,77,SAN ANGEL II,FRACCIONAMIENTO,52104
15,18,SAN ANDRES,FRACCIONAMIENTO,52220
15,87,SAN PEDRO TENAYAC,PUEBLO,51300
15,119,AGUA BLANCA,PUEBLO,51361
15,105,LOS ARCOS ELECTRA,FRACCIONAMIENTO,54160
15,38,SAN MARTIN,BARRIO,52760
15,44,MORELOS,BARRIO,52680
15,38,SAN MIGUEL,BARRIO,52760
15,105,IZCALLI DEL RIO,FRACCIONAMIENTO,54150
15,44,LOS TEJOCOTES,PUEBLO,52680
15,44,EL POTRERO,PUEBLO,52680
15,38,SAN MELCHOR,BARRIO,52760
15,102,SANTA CRUZ DE BRAVO,PUEBLO,52600
15,105,SAN BUENAVENTURA,UNIDAD HABITACIONAL,54140
15,102,MIRASOL,PUEBLO,52600
15,102,COAMILPA DE JUAREZ,PUEBLO,52600
15,60,AGUA AZUL,COLONIA,57500
15,34,EL CHAMIZALITO 2,COLONIA,55404
15,34,JARDINES DE XALOSTOC,COLONIA,55330
15,20,VILLA FLORIDA II,FRACCIONAMIENTO,55726
15,34,IGNACIO L VALLARTA,COLONIA,55105
15,24,SAN BLAS UNO,COLONIA,54870
15,34,EJIDO SANTA MARIA TULPETLAC,COLONIA,55404
15,24,PILAR PALLARES,RANCHO,54800
15,24,SAN BLAS DOS,COLONIA,54870
15,24,MISIONES I,FRACCIONAMIENTO,54870
15,34,CUCHILLA DE LA DRAGA,COLONIA,55118
15,25,EL ROSAL,EJIDO,54712
15,34,EJIDO DE SANTA MARIA TULPETLAC,COLONIA,55000
15,24,EL PARAISO,COLONIA,54800
15,34,EL CHARCO,COLONIA,55100
15,24,PASEOS DE CUAUTITLAN,FRACCIONAMIENTO,54800
15,24,SAN FRANCISCO CASCANTITLA,UNIDAD HABITACIONAL,54800
15,34,INDUSTRIAS TULPETLAC,FRACCIONAMIENTO,55107
15,25,LA LUZ,FRACCIONAMIENTO,54713
15,34,VILLA DE GUADALUPE XALOSTOC,FRACCIONAMIENTO,55339
15,34,LAS VEGAS XALOSTOC,COLONIA,55330
15,34,JARDINES DE CERRO GORDO,COLONIA,55100
15,24,EL PARAISO,FRACCIONAMIENTO,54800
15,24,SAN JOSE MILLA,BARRIO,54800
15,34,PATRIMONIO SOCIAL,COLONIA,55100
15,24,EL INFIERNILLO,COLONIA,54800
15,24,LA PALMA,COLONIA,54800
15,24,LOMA BONITA,COLONIA,54800
15,24,VILLA JARDIN,UNIDAD HABITACIONAL,54800
15,34,CARDONAL XALOSTOC,COLONIA,55320
15,24,NUEVA ESPAÐITA,COLONIA,54800
15,20,VILLA DE LAS MANZANAS,FRACCIONAMIENTO,55730
15,34,GRANJAS POPULARES DE GUADALUPE,COLONIA,55104
15,24,EL PARTIDOR,COLONIA,54800
15,34,SANTA MARIA XALOSTOC,COLONIA,55320
15,34,VIVIENDAS VENTA DE CARPIO,COLONIA,55100
15,34,SIN NOMBRE,COLONIA,55100
15,24,PUENTE JABONERO,COLONIA,54800
15,34,INDUSTRIAL ESFUERZO NACIONAL,FRACCIONAMIENTO,55320
15,24,PASEOS DE SANTA MARIA,FRACCIONAMIENTO,54800
15,24,NECAPA,BARRIO,54800
15,34,HOGAR DEL TRANSPORTISTA,FRACCIONAMIENTO,55100
15,24,EL HUERTO,BARRIO,54800
15,34,NUEVO MUNDO,FRACCIONAMIENTO,55100
15,34,HOGAR DEL TRANSPORTISTA,UNIDAD HABITACIONAL,55100
15,24,ROMITA,COLONIA,54800
15,24,CENTRO,COLONIA,54800
15,34,BENITO JUAREZ XALOSTOC,COLONIA,55340
15,34,1RO DE MAYO,UNIDAD HABITACIONAL,55100
15,24,GUADALUPE,COLONIA,54800
15,34,EL PARAISO,COLONIA,55100
15,34,SIN NOMBRE,COLONIA,55100
15,34,PROREVOLUCION,COLONIA,55100
15,34,FRANCISCO I MADERO,COLONIA,55400
15,34,INDUSTRIAS ECATEPEC,FRACCIONAMIENTO,55100
15,34,RIO DE LUZ,FRACCIONAMIENTO,55100
15,34,CONJUNTO EJECUTIVO,FRACCIONAMIENTO,55450
15,34,JOSE MARIA PINO SUAREZ,COLONIA,55100
15,34,LOS REYES TULPETLAC,COLONIA,55100
15,34,JARDINES DE CASANUEVA,FRACCIONAMIENTO,55430
15,34,CUAUHTEMOC XALOSTOC,COLONIA,55310
15,34,LA PURISIMA TULPETLAC,BARRIO,55400
15,34,RUSTICA XALOSTOC,COLONIA,55340
15,34,VIVEROS XALOSTOC,COLONIA,55340
15,34,ECATEPEC LAS FUENTES,UNIDAD HABITACIONAL,55400
15,34,EL CHARCO,COLONIA,55400
15,34,EL SALADO XALOSTOC,COLONIA,55360
15,34,SAN JOSE XALOSTOC,COLONIA,55360
15,34,SAN MIGUEL XALOSTOC,COLONIA,55390
15,34,SANTA MARIA TULPETLAC,EJIDO,55400
15,34,SAN JOSE XALOSTOC,COLONIA,55347
15,24,EL CERRITO,COLONIA,54800
15,34,INDUSTRIAL XALOSTOC,FRACCIONAMIENTO,55348
15,25,LA CAPILLA,BARRIO,54800
15,25,EL NOPALITO,BARRIO,54800
15,34,SAN MIGUEL XALOSTOC,COLONIA,55390
15,34,SANTA MARIA TULPETLAC,PUEBLO,55400
15,34,NUEVO LAREDO,FRACCIONAMIENTO,55080
15,34,SANCHEZ Y CIA,FRACCIONAMIENTO,55080
15,34,LOMAS DE ECATEPEC,UNIDAD HABITACIONAL,55080
15,34,LA CUEVA,COLONIA,55080
15,34,ALTAVILLA,COLONIA,55390
15,34,FRANCISCO VILLA,COLONIA,55080
15,34,SAN CARLOS,FRACCIONAMIENTO,55080
15,34,VIVEROS DE TULPETLAC,COLONIA,55080
15,34,LOMAS DE SAN CARLOS,COLONIA,55089
15,34,URBANA IXHUATEPEC,COLONIA,55349
15,34,SAN CARLOS CANTERA,COLONIA,55089
15,34,PANORAMICA,COLONIA,55036
15,24,2DA SEC FRACC LOS MORALES,FRACCIONAMIENTO,54840
15,34,COLINAS ECATEPEC,FRACCIONAMIENTO,55030
15,34,IZCALLI ECATEPEC,FRACCIONAMIENTO,55030
15,34,AMPLIACION IZCALLI,FRACCIONAMIENTO,55030
15,34,CHULAVISTA,FRACCIONAMIENTO,55030
15,34,TATA FELIX,UNIDAD HABITACIONAL,55030
15,34,LA MORA,COLONIA,55030
15,34,PANITZI-PANITZIN,COLONIA,55000
15,34,HOGARES MEXICANOS,COLONIA,55040
15,34,CASAS COLONIALES,FRACCIONAMIENTO,55040
15,34,LA PROPIEDAD,COLONIA,55040
15,34,SAN JUAN ALCAHUACAN,COLONIA,55040
15,24,LA TRINIDAD,EJIDO,54800
15,34,LOS SAUCES,FRACCIONAMIENTO,55000
15,24,DOS RIOS 2DA SECCION,UNIDAD HABITACIONAL,54800
15,119,LAS CULTURAS,PUEBLO,51355
15,82,MAGISTERIO TECAMAC,FRACCIONAMIENTO,52240
15,13,EL CAPULIN,COLONIA,54970
15,58,EL PUERTO,BARRIO,53216
15,58,OCOTITOS,BARRIO,53216
15,30,LOMAS DE CHICOLOAPAN  ARA 2,UNIDAD HABITACIONAL,56380
15,30,REAL DE SAN VICENTE 1  ARA 1,UNIDAD HABITACIONAL,56380
15,41,SAN PABLO,PUEBLO,51900
15,41,RINCON DE DIOS,PUEBLO,51900
15,30,REAL DE SAN VICENTE 2  ARA 1,UNIDAD HABITACIONAL,56383
15,87,TEMASCALTEPEC DE GONZALEZ,PUEBLO,51300
15,30,BONITO SAN VICENTE  HIR,UNIDAD HABITACIONAL,56383
15,30,HACIENDA LOS REYES  BETA,UNIDAD HABITACIONAL,56386
15,102,ATENCO,PUEBLO,52500
15,21,LAS VUELTAS,PUEBLO,51700
15,75,LA TENERIA,PUEBLO,50640
15,75,PROGRESO,PUEBLO,50640
15,75,JOSE MARIA MORELOS,PUEBLO,50640
15,75,FERNANDO OROZCO Y BERRA,PUEBLO,50640
15,25,LOMAS DE SAN FRANCISCO TEPOJACO,FRACCIONAMIENTO,54745
15,85,SAN LUIS TECUAUTITLAN,PUEBLO,55995
15,119,SAN CRISTOBAL TECOLIT,COLONIA,51367
15,105,LOMA LINDA - LOMAS DE TEPEOLULCO - EX EJIDO DE TEPEOLULCO,COLONIA,54193
15,31,SAN PABLITO CALMIMILOLCO,PUEBLO,56270
15,120,SAN PEDRO GUADALUPE,PUEBLO,51980
15,34,SANTA CRUZ VENTA DE CARPIO - AMPL 19 DE SEPTIEMBRE,COLONIA,55065
15,100,LAS ARBOLEDAS,RANCHO,56250
15,120,GUADALUPE CHITAMALCO,PUEBLO,51980
15,100,SAN MIGUEL TLAIXPAN,EJIDO,56240
15,100,SAN MIGUEL TLAIXPAN,EJIDO,56240
15,20,COACALCO,COLONIA,55700
15,36,LA GUADALUPANA BICENTENARIO HUEHUETOCA,FRACCIONAMIENTO,54694
15,61,CUMBRES DEL SOL,FRACCIONAMIENTO,54414
15,36,SANTA TERESA VIII,FRACCIONAMIENTO,54694
15,26,CONDOMINIOS CHALCO,FRACCIONAMIENTO,56600
15,100,HORIZONTAL LOS PINOS,UNIDAD HABITACIONAL,56250
15,107,SANTA ROSA,FRACCIONAMIENTO,50180
15,77,DON ELOY,FRACCIONAMIENTO,52104
15,77,LOS PERALES,FRACCIONAMIENTO,52105
15,77,ENCANTO II,FRACCIONAMIENTO,52104
15,77,VILLAS LA MAGDALENA II,FRACCIONAMIENTO,52104
15,77,CHAPULTEPEC2CERO2,FRACCIONAMIENTO,52104
15,55,VICTORIA,CONJUNTO HABITACIONAL,52158
15,107,BOSQUES DE CANTABRIA,FRACCIONAMIENTO,50210
15,107,VILLAS FLORENCIA,FRACCIONAMIENTO,50140
15,55,RINCONADA LA CONCORDIA,FRACCIONAMIENTO,52172
15,107,RDCIAL ATENEA,FRACCIONAMIENTO,50180
15,55,PALMA REAL I,FRACCIONAMIENTO,52172
15,55,PALMA REAL II,FRACCIONAMIENTO,52172
15,18,LA AURORA II,FRACCIONAMIENTO,52100
15,80,CENTRO,COLONIA,54280
15,80,EL VENTORRILLO,COLONIA,54280
15,80,EL PROGRESO,COLONIA,54280
15,80,EL ATORON,COLONIA,54286
15,80,LOMA DEL PERDON,COLONIA,54287
15,80,RANCHO JESUS MARIA,COLONIA,54280
15,80,EL QUINTE,COLONIA,54283
15,23,CALTENCO,BARRIO,54660
15,23,REYES,BARRIO,54660
15,23,CIMAPAN,BARRIO,54660
15,89,TEPOXTEPEC,PUEBLO,52400
15,89,DE TECOMATLAN,EJIDO,52400
15,89,TECOMATLAN,PUEBLO,52400
15,55,SANTIAGUITO,BARRIO,52140
15,55,LA VIRGEN,FRACCIONAMIENTO,52149
15,55,LLANO GRANDE,COLONIA,52148
15,55,NUEVA SAN LUIS,RANCHO,52149
15,55,AGRICOLA LAZARO CARDENAS,COLONIA,52148
15,55,AGRICOLA BELLAVISTA,COLONIA,52172
15,107,LOMAS ALTAS,COLONIA,50060
15,55,LA ASUNCION,FRACCIONAMIENTO,52172
15,107,TRES CAMINOS,COLONIA,50020
15,55,LOS CISNES,CONJUNTO HABITACIONAL,52172
15,55,SAN ANTONIO,CONJUNTO HABITACIONAL,52172
15,55,TERESA,CONJUNTO HABITACIONAL,52172
15,107,SIXTO NOGUEZ ESTRADA 1RA SECC,UNIDAD HABITACIONAL,50030
15,107,LA VEGA,COLONIA,50030
